section,config,variant,mode,description,overall_end_time,diff,ratio,target_raw_diff_vs_reference,target_raw_ratio_vs_reference,cases,ratio_mean,ratio_min,ratio_max
detail,Llama-MODEL_70b-TP_8-PP_4-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-MICRO_BATCH_2-GLOBAL_BATCH_32,START_5,communication_to_communication,remove communication->communication dependency,4356613.401601562,203113.69155859342,0.048901819125561505,203113.69155859342,0.048901819125561505,,,,
detail,Llama-MODEL_70b-TP_8-PP_4-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-MICRO_BATCH_2-GLOBAL_BATCH_32,START_5,communication_to_compute,remove communication->compute dependency,4058292.961941406,-95206.74810156273,0.02292205483278529,203113.69155859342,0.048901819125561505,,,,
detail,Llama-MODEL_70b-TP_8-PP_4-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-MICRO_BATCH_2-GLOBAL_BATCH_32,START_5,compute_to_communication,remove compute->communication dependency,3719389.7521523433,-434109.9578906256,0.10451666984373874,203113.69155859342,0.048901819125561505,,,,
detail,Llama-MODEL_70b-TP_8-PP_4-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-MICRO_BATCH_2-GLOBAL_BATCH_32,START_5,compute_to_compute,remove compute->compute dependency,3414606.325109378,-738893.3849335909,0.17789657795015154,203113.69155859342,0.048901819125561505,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,between_compute_and_communication,remove all compute<->communication dependency,1490057.314,-493233.0460000003,0.24869431927254476,-147078.8449882816,0.07415900765447253,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,communication_to_communication,remove communication->communication dependency,1836211.5150117187,-147078.8449882816,0.07415900765447253,-147078.8449882816,0.07415900765447253,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,communication_to_compute,remove communication->compute dependency,1620799.815265625,-362490.5447343753,0.1827723020518162,-147078.8449882816,0.07415900765447253,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,compute_to_communication,remove compute->communication dependency,1545275.3746406233,-438014.985359377,0.22085267704290001,-147078.8449882816,0.07415900765447253,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,compute_to_compute,remove compute->compute dependency,1601481.0922109373,-381809.26778906304,0.1925130457393354,-147078.8449882816,0.07415900765447253,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,between_compute_and_communication,remove all compute<->communication dependency,1490057.314,-493233.0460000003,0.24869431927254476,-149241.08122265688,0.07524923442004572,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,communication_to_communication,remove communication->communication dependency,1834049.2787773435,-149241.08122265688,0.07524923442004572,-149241.08122265688,0.07524923442004572,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,communication_to_compute,remove communication->compute dependency,1620042.3766796875,-363247.9833203128,0.1831542121347843,-149241.08122265688,0.07524923442004572,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,compute_to_communication,remove compute->communication dependency,1545226.4435820298,-438063.91641797055,0.22087734869944634,-149241.08122265688,0.07524923442004572,,,,
detail,Mixtral8x7b-MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,compute_to_compute,remove compute->compute dependency,1600421.8463515632,-382868.5136484371,0.1930471308540203,-149241.08122265688,0.07524923442004572,,,,
summary_by_mode,,,between_compute_and_communication,,,,,,,8,0.2555182880079031,0.14010922273305604,0.3962717527822818
summary_by_mode,,,communication_to_communication,,,,,,,8,0.050816424554477255,0.02891004364333461,0.07524923442004572
summary_by_mode,,,communication_to_compute,,,,,,,8,0.13489362396770851,0.02292205483278529,0.2212347077255068
