dataset,config,start_variant,kind,perturb_mode,original_precision,e0_precision,e10_precision,e20_precision,e30_precision,e40_precision,e50_precision,e60_precision,e70_precision,e80_precision,e90_precision,e100_precision
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_1,START_27,gpu,positive,0.9141504137843794,0.9141504137843794,0.9148794082686792,0.9158701526459451,0.9163541775233686,0.9181171592966006,0.9184780891451179,0.9205240233987905,0.9212421783598599,0.9224233783160242,0.9235756575311351,0.9253175816448356
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_1,START_27,gpu,symmetric,0.9141504137843794,0.9141504137843794,0.9145214357428582,0.9147580496780041,0.9150566692831447,0.9156085486834813,0.9159996491464024,0.9156132963671209,0.9166661677679416,0.9170097889326774,0.9171976356250569,0.9189269781692977
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_26,communication,negative,0.9227618693493322,0.9227618693493322,0.9066846882092984,0.8453101730156425,0.7897302322513949,0.8152189021309059,0.7800282904116524,0.7104908916858825,0.8347741033215333,0.6133249350152349,0.7924683857717248,0.6390022337720296
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_26,communication,positive,0.9227618693493322,0.9227618693493322,0.9742045379711435,0.9959540575458343,0.9900469134825278,0.9121817317460966,0.7695695817845232,0.7663670954143621,0.6391016540177923,0.5817767318571416,0.6831864398122609,0.5598587651015176
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_26,communication,symmetric,0.9227618693493322,0.9227618693493322,0.9627774659515963,0.9293780177898707,0.9890642618586576,0.9044380131449915,0.9528821291064818,0.970426771685606,0.8926305835276663,0.7611070515052335,0.9951625357091388,0.8377134013158685
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_26,gpu,negative,0.9227618693493322,0.9227618693493322,0.9227603812474896,0.9227589813190235,0.9227574874077412,0.9227558335929164,0.9227562808741039,0.9227521368087293,0.9227508443347087,0.922749862547303,0.9227491873817969,0.9227496947874126
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_26,gpu,positive,0.9227618693493322,0.9227618693493322,0.9235591916536522,0.924521512877952,0.9250457925082736,0.9267436724246627,0.9272070630194676,0.9290899204592139,0.9298902100655373,0.9309689829047787,0.9322358606917938,0.9339768836356528
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_26,gpu,symmetric,0.9227618693493322,0.9227618693493322,0.9231133860664112,0.9233671855081267,0.9237749941932959,0.9241924307719459,0.9244828057414638,0.9242308755914762,0.9253170342464474,0.9254474159492044,0.9257216545822728,0.9272502374210154
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_27,communication,negative,0.9217231853131059,0.9217231853131059,0.9056460041730723,0.8434224973177052,0.7886915482151687,0.8141802180946796,0.7820960143514748,0.7086032159879454,0.8337354192853071,0.6131046202701818,0.794536109711547,0.6377424867269834
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_27,communication,positive,0.9217231853131059,0.9217231853131059,0.9731658539349172,0.9969927415820606,0.9905945110722613,0.913220415782323,0.7706082658207495,0.7674057794505884,0.6401403380540189,0.5836644075550774,0.681118715872439,0.5611198418543062
