world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
,1.9969999999993888,2.2167799999999986,3.65610000000088,19823.9185,1.0000991220093793,119.3,0.40745927114997094,25,16,16
