world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
96,2.183499999999185,2.4918124999995825,3.500350000000981,21827.95025,1.000098415598964,108.8,0.37159739062126435,32,96,96
