world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
,1.4809999999997672,1.653951612903667,2.111000000000786,19412.1645,1.0000760822704275,122.5,0.4183886061682434,31,16,16
