world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
,1.6610000000000582,1.8320200000000477,2.853900000000431,19710.4225,1.0000838588202234,120.0,0.40985006318521805,25,16,16
