world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
,334.08450000000084,205.2458870967746,400.0149999999994,20769.5615,1.0159796138934971,111.8,0.3818436422008948,31,16,16
