world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
32,17.654999999998836,13.920833333327513,19.74419999999809,122939.204,1.0001366732454198,46.0,0.15710919088766692,3,32,32
