world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
,1.7150000000037835,15.082919999999577,2.398699999998644,20915.5155,1.0000825189964468,113.1,0.38628368455206796,25,16,16
