world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
16,1.5562500000014552,1.6690937499998881,2.2345500000024914,20177.701500000003,1.0000744997918771,117.2,0.40028689504422965,32,16,16
