world_npu,gap_median_ms,gap_mean_ms,gap_p90_ms,median_step_ms,p99_over_p50_median,tflops_median,mfu,n_iters,n_ranks,step_files
,1.7665000000015425,1.7764600000005157,2.6266000000003262,19932.370000000003,1.0000818547065675,116.7,0.3985791864476246,25,16,16
